"Number of strophe";"Number of verse";"Word";"Number of word";"Word(s)";"Denotation element(s)";"Joined";"Ignored";
"1";"1";"Tu";"1";"1";"1";"false";"false";
"1";"1";"vzduch";"2";"2";"2";"false";"false";
"1";"1";"houstnul,";"3";"3";"3|4";"false";"false";
"1";"1";"zdálo";"4";"4|5";"5|6";"false";"false";
"1";"1";"se";"5";"5";"";"true";"false";
"1";"1";"mi,";"6";"6";"7";"false";"false";
"1";"1";"kadidlem";"7";"7";"8";"false";"false";
"1";"1";"jak";"8";"8";"9";"false";"false";
"1";"1";"provoněný,";"9";"9";"10";"false";"false";
"1";"2";"po";"10";"10";"11";"false";"false";
"1";"2";"koberci";"11";"11";"12";"false";"false";
"1";"2";"kráčí";"12";"12";"13|14";"false";"false";
"1";"2";"Seraf,";"13";"13";"15";"false";"false";
"1";"2";"šíří";"14";"14";"16|17";"false";"false";
"1";"2";"vůně";"15";"15";"18";"false";"false";
"1";"2";"posvátné...";"16";"16";"19";"false";"false";
"1";"3";"„Ubožáku,";"17";"17";"20";"false";"false";
"1";"3";"už";"18";"18";"21";"false";"false";
"1";"3";"se";"19";"19|20";"22|23";"false";"false";
"1";"3";"utiš,";"20";"20";"";"true";"false";
"1";"3";"vždyť";"21";"21";"24";"false";"false";
"1";"3";"ti";"22";"22";"25";"false";"false";
"1";"3";"posílá";"23";"23";"26|27";"false";"false";
"1";"3";"sám";"24";"24";"28";"false";"false";
"1";"3";"Bůh";"25";"25";"29";"false";"false";
"1";"3";"již";"26";"26";"30";"false";"false";
"1";"4";"po";"27";"27";"31";"false";"false";
"1";"4";"anděli";"28";"28";"32";"false";"false";
"1";"4";"útěchu,";"29";"29";"33";"false";"false";
"1";"4";"jíž";"30";"30";"34";"false";"false";
"1";"4";"žal";"31";"31";"35";"false";"false";
"1";"4";"v";"32";"32";"36";"false";"false";
"1";"4";"tvém";"33";"33";"37";"false";"false";
"1";"4";"srdci";"34";"34";"38";"false";"false";
"1";"4";"vychladne...";"35";"35";"39|40";"false";"false";
"1";"5";"Přijmi";"36";"36";"41|42";"false";"false";
"1";"5";"lék";"37";"37";"43";"false";"false";
"1";"5";"ten,";"38";"38";"44";"false";"false";
"1";"5";"pro";"39";"39";"45";"false";"false";
"1";"5";"Lenoru";"40";"40";"46";"false";"false";
"1";"5";"žal";"41";"41";"47";"false";"false";
"1";"5";"v";"42";"42";"48";"false";"false";
"1";"5";"tvém";"43";"43";"49";"false";"false";
"1";"5";"srdci";"44";"44";"50";"false";"false";
"1";"5";"vychladne.“";"45";"45";"51|52";"false";"false";
"1";"6";"Havran";"46";"46";"53";"false";"false";
"1";"6";"děl";"47";"47";"54|55";"false";"false";
"1";"6";"však:";"48";"48";"56";"false";"false";
"1";"6";"„Nikdá";"49";"49";"57";"false";"false";
"1";"6";"ne!“";"50";"50";"58";"false";"false";
-------------------------
"Spike number";"Word number(s) [word number\denotation element\value]";
"1";"[1\1\Tu]";
"2";"[2\2\vzduch]|[3\4\houstn(ul),]";
"3";"[3\3\houstnul,]|[4\6\zdá(lo),se]";
"4";"[4\5\zdálo]";
"5";"[6\7\mi,]|[17\20\„Ubožáku,]|[19\23\se,uti(š),]|[22\25\ti]|[33\37\tvém]|[36\42\Přij(mi)]|[43\49\tvém]";
"6";"[7\8\kadidlem]";
"7";"[8\9\jak]";
"8";"[9\10\provoněný,]|[15\18\vůně]";
"9";"[10\11\po]|[27\31\po]";
"10";"[11\12\koberci]";
"11";"[12\14\kráč(í)]|[13\15\Seraf,]|[14\17\šíř(í)]";
"12";"[12\13\kráčí]";
"13";"[14\16\šíří]";
"14";"[16\19\posvátné...]";
"15";"[18\21\už]";
"16";"[19\22\se]";
"17";"[21\24\vždyť]";
"18";"[23\27\posíl(á)]|[25\29\Bůh]";
"19";"[23\26\posílá]";
"20";"[24\28\sám]";
"21";"[26\30\již]";
"22";"[28\32\anděli]";
"23";"[29\33\útěchu,]|[30\34\jíž]|[37\43\lék]|[38\44\ten,]";
"24";"[31\35\žal]|[35\40\vychladn(e)...]|[41\47\žal]|[45\52\vychladn(e).“]";
"25";"[32\36\v]|[42\48\v]";
"26";"[34\38\srdci]|[44\50\srdci]";
"27";"[35\39\vychladne...]|[45\51\vychladne.“]";
"28";"[36\41\Přijmi]";
"29";"[39\45\pro]";
"30";"[40\46\Lenoru]";
"31";"[46\53\Havran]|[47\55\dě(l)]";
"32";"[47\54\děl]";
"33";"[48\56\však:]";
"34";"[49\57\„Nikdá]";
"35";"[50\58\ne!“]";
