"Number of strophe";"Number of verse";"Word";"Number of word";"Word(s)";"Denotation element(s)";"Joined";"Ignored";
"1";"1";"Vzduch";"1";"1";"1";"false";"false";
"1";"1";"teď";"2";"2";"2";"false";"false";
"1";"1";"houstl,";"3";"3";"3|4";"false";"false";
"1";"1";"zdálo";"4";"4|5";"5|6";"false";"false";
"1";"1";"se";"5";"5";"";"true";"false";
"1";"1";"mi,";"6";"6";"7";"false";"false";
"1";"1";"zachvíval";"7";"7|8";"8|9";"false";"false";
"1";"1";"se";"8";"8";"";"true";"false";
"1";"1";"pod";"9";"9";"10";"false";"false";
"1";"1";"vůněmim";"10";"10";"11";"false";"false";
"1";"2";"čeřen";"11";"11";"12";"false";"false";
"1";"2";"andělem";"12";"12";"13";"false";"false";
"1";"2";"-";"13";"13";"14";"false";"true";
"1";"2";"ach,";"14";"14";"14";"false";"false";
"1";"2";"tys";"15";"15";"15";"false";"false";
"1";"2";"to";"16";"16";"16";"false";"false";
"1";"2";"prozradila,";"17";"17";"17|18";"false";"false";
"1";"2";"ozvěno!";"18";"18";"19";"false";"false";
"1";"3";"Vzkřikl";"19";"19|20";"20|21";"false";"false";
"1";"3";"jsem:";"20";"20";"";"true";"false";
"1";"3";"„Bůh";"21";"21";"22";"false";"false";
"1";"3";"mou";"22";"22";"23";"false";"false";
"1";"3";"bídu";"23";"23";"24";"false";"false";
"1";"3";"mění,";"24";"24";"25|26";"false";"false";
"1";"3";"seslal";"25";"25";"27|28";"false";"false";
"1";"3";"nápoj";"26";"26";"29";"false";"false";
"1";"3";"zapomnění,";"27";"27";"30";"false";"false";
"1";"4";"by";"28";"28";"31";"false";"true";
"1";"4";"mně";"29";"29";"31";"false";"false";
"1";"4";"zhaslo";"30";"30";"32|33";"false";"false";
"1";"4";"v";"31";"31";"34";"false";"false";
"1";"4";"okamžení";"32";"32";"35";"false";"false";
"1";"4";"tvoje";"33";"33";"36";"false";"false";
"1";"4";"jméno,";"34";"34";"37";"false";"false";
"1";"4";"Eleno,";"35";"35";"38";"false";"false";
"1";"5";"pít,";"36";"36";"39";"false";"false";
"1";"5";"pít";"37";"37";"40";"false";"false";
"1";"5";"nápoj";"38";"38";"41";"false";"false";
"1";"5";"konejšivý,";"39";"39";"42";"false";"false";
"1";"5";"zapomenout,";"40";"40";"43";"false";"false";
"1";"5";"Eleno!“";"41";"41";"44";"false";"false";
"1";"6";"Havran:";"42";"42";"45";"false";"false";
"1";"6";"„Stokrát";"43";"43";"46";"false";"false";
"1";"6";"ztraceno.“";"44";"44";"47";"false";"false";
-------------------------
"Spike number";"Word number(s) [word number\denotation element\value]";
"1";"[1\1\Vzduch]|[3\4\houst(l),]|[7\9\zachvíva(l),se]|[11\12\čeřen]|[16\16\to]";
"2";"[2\2\teď]";
"3";"[3\3\houstl,]|[4\6\zdá(lo),se]";
"4";"[4\5\zdálo]";
"5";"[6\7\mi,]|[19\21\Vzkřik(l),jsem:]|[22\23\mou]|[29\31\mně]";
"6";"[7\8\zachvíval]";
"7";"[9\10\pod]";
"8";"[10\11\vůněmim]";
"9";"[12\13\andělem]";
"10";"[14\14\ach,]";
"11";"[15\15\tys]|[17\18\prozradi(la),]|[18\19\ozvěno!]";
"12";"[17\17\prozradila,]";
"13";"[19\20\Vzkřikl]";
"14";"[21\22\„Bůh]|[24\26\měn(í),]|[25\28\sesla(l)]";
"15";"[23\24\bídu]";
"16";"[24\25\mění,]";
"17";"[25\27\seslal]";
"18";"[26\29\nápoj]|[38\41\nápoj]";
"19";"[27\30\zapomnění,]|[40\43\zapomenout,]";
"20";"[30\33\zhas(lo)]|[34\37\jméno,]";
"21";"[30\32\zhaslo]";
"22";"[31\34\v]";
"23";"[32\35\okamžení]";
"24";"[33\36\tvoje]|[35\38\Eleno,]|[41\44\Eleno!“]";
"25";"[36\39\pít,]|[37\40\pít]";
"26";"[39\42\konejšivý,]";
"27";"[42\45\Havran:]";
"28";"[43\46\„Stokrát]";
"29";"[44\47\ztraceno.“]";
