"Number of strophe";"Number of verse";"Word";"Number of word";"Word(s)";"Denotation element(s)";"Joined";"Ignored";
"1";"1";"A";"1";"1";"1";"false";"false";
"1";"1";"když";"2";"2";"2";"false";"false";
"1";"1";"jsem";"3";"3";"3";"false";"true";
"1";"1";"tak";"4";"4";"3";"false";"false";
"1";"1";"oči";"5";"5";"4";"false";"false";
"1";"1";"mhouřil,";"6";"6";"5|6";"false";"false";
"1";"1";"houstl";"7";"7";"7|8";"false";"false";
"1";"1";"vzduch,";"8";"8";"9";"false";"false";
"1";"1";"jak";"9";"9";"10";"false";"false";
"1";"1";"dým";"10";"10";"11";"false";"false";
"1";"1";"by";"11";"11|12";"12|13";"false";"false";
"1";"1";"kouřil,";"12";"12";"";"true";"false";
"1";"2";"po";"13";"13";"14";"false";"false";
"1";"2";"kobercích";"14";"14";"15";"false";"false";
"1";"2";"-";"15";"15";"16";"false";"true";
"1";"2";"andělů";"16";"16";"16";"false";"false";
"1";"2";"slyš";"17";"17";"17|18";"false";"false";
"1";"2";"lehké";"18";"18";"19";"false";"false";
"1";"2";"kroky";"19";"19";"20";"false";"false";
"1";"2";"obratné.";"20";"20";"21";"false";"false";
"1";"3";"„Ach,";"21";"21";"22";"false";"false";
"1";"3";"to";"22";"22";"23";"false";"false";
"1";"3";"Bůh";"23";"23";"24";"false";"false";
"1";"3";"se";"24";"24|25";"25|26";"false";"false";
"1";"3";"slitovává,";"25";"25";"";"true";"false";
"1";"3";"po";"26";"26";"27";"false";"false";
"1";"3";"těch";"27";"27";"28";"false";"false";
"1";"3";"andělech";"28";"28";"29";"false";"false";
"1";"3";"mi";"29";"29";"30";"false";"false";
"1";"3";"dává";"30";"30";"31|32";"false";"false";
"1";"4";"poshovění-zapomnění,";"31";"31";"33";"false";"false";
"1";"4";"v";"32";"32";"34";"false";"false";
"1";"4";"něm";"33";"33";"35";"false";"false";
"1";"4";"se";"34";"34";"36";"false";"true";
"1";"4";"láska";"35";"35";"36";"false";"false";
"1";"4";"propadne,";"36";"36";"37|38";"false";"false";
"1";"5";"pij";"37";"37";"39|40";"false";"false";
"1";"5";"ten";"38";"38";"41";"false";"false";
"1";"5";"nápoj,";"39";"39";"42";"false";"false";
"1";"5";"Leonora";"40";"40";"43";"false";"false";
"1";"5";"do";"41";"41";"44";"false";"false";
"1";"5";"tmy";"42";"42";"45";"false";"false";
"1";"5";"se";"43";"43";"46";"false";"true";
"1";"5";"v";"44";"44";"46";"false";"false";
"1";"5";"něm";"45";"45";"47";"false";"false";
"1";"5";"propadne!“";"46";"46";"48|49";"false";"false";
"1";"6";"Pravil";"47";"47";"50|51";"false";"false";
"1";"6";"havran:";"48";"48";"52";"false";"false";
"1";"6";"„Víckrát";"49";"49";"53";"false";"false";
"1";"6";"ne.“";"50";"50";"54";"false";"false";
-------------------------
"Spike number";"Word number(s) [word number\denotation element\value]";
"1";"[1\1\A]";
"2";"[2\2\když]";
"3";"[6\6\mhouři(l),]|[17\18\sly(š)]|[29\30\mi]|[37\40\pi(j)]";
"4";"[4\3\tak]";
"5";"[5\4\oči]";
"6";"[6\5\mhouřil,]";
"7";"[7\7\houstl]";
"8";"[7\8\houst(l)]|[8\9\vzduch,]";
"9";"[9\10\jak]";
"10";"[10\11\dým]|[11\13\by,kouři(l),]";
"11";"[11\12\by]";
"12";"[13\14\po]|[26\27\po]";
"13";"[14\15\kobercích]";
"14";"[16\16\andělů]|[27\28\těch]|[28\29\andělech]";
"15";"[17\17\slyš]";
"16";"[18\19\lehké]|[19\20\kroky]|[20\21\obratné.]";
"17";"[21\22\„Ach,]";
"18";"[22\23\to]";
"19";"[23\24\Bůh]|[24\26\se,slitová(vá),]|[30\32\dá(vá)]";
"20";"[24\25\se]";
"21";"[30\31\dává]";
"22";"[31\33\poshovění-zapomnění,]|[33\35\něm]|[45\47\něm]";
"23";"[32\34\v]|[44\46\v]";
"24";"[35\36\láska]|[36\38\propad(ne),]";
"25";"[36\37\propadne,]";
"26";"[37\39\pij]";
"27";"[38\41\ten]|[39\42\nápoj,]";
"28";"[40\43\Leonora]|[46\49\propad(ne)!“]";
"29";"[41\44\do]";
"30";"[42\45\tmy]";
"31";"[46\48\propadne!“]";
"32";"[47\51\Pravi(l)]|[48\52\havran:]";
"33";"[47\50\Pravil]";
"34";"[49\53\„Víckrát]";
"35";"[50\54\ne.“]";
